Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr3	87816161	87817840	Merged-chr3-87816860-56	Insrr	6.4275848392682e-05	0.495001366381944
chr3	52630104	52630947	Merged-chr3-52630516-45	Gm2447	6.43999016990566e-05	0.772951494157869
chr4	66056354	66058176	Merged-chr4-66057323-55	Astn2	6.45189256190369e-05	0.558036778569031
chr17	68003270	68004825	Merged-chr17-68004162-57	Arhgap28	6.46008336122705e-05	0.347067820031192
chr14	25392540	25393572	Merged-chr14-25393061-37	Zmiz1	6.46472555689994e-05	0.849406998242448
chr7	16051792	16053594	Merged-chr7-16052656-58	Zfp541	6.47595268487737e-05	0.32556075995628
chr10	19167271	19168710	Merged-chr10-19168000-56	Gm20139	6.4878286952307e-05	0.393236730727667
chr13	96697272	96698478	Merged-chr13-96698030-57	Hmgcr	6.50055660657572e-05	0.40341279159146
chr10	68085393	68085986	Merged-chr10-68085740-38	Rtkn2	6.51426360783482e-05	0.936623223363238
chr2	11496480	11497274	Merged-chr2-11496802-33	Pfkfb3	6.5499429932002e-05	0.814721439885418
chr9	116383106	116384959	Merged-chr9-116384186-57	Gm4668	6.56246656121569e-05	0.387856503800235
chr17	52448291	52449638	Merged-chr17-52448840-52	Gm27217	6.56569102021082e-05	0.638505818724113
chr7	127641007	127641797	Merged-chr7-127641443-17	Zfp629	6.56570268151584e-05	1.04276968009927
chr2	71054810	71056554	Merged-chr2-71055762-57	Dcaf17	6.5759111681073e-05	0.293342609661804
chr18	79293185	79295750	Merged-chr18-79294068-58	Setbp1	6.629401132226e-05	0.446180243962989
chr6	52216946	52218736	Merged-chr6-52217586-57	Hoxa7	6.66024581915309e-05	0.36148968632865
chr7	4148681	4151760	Merged-chr7-4149840-59	Leng9	6.66057606716928e-05	0.280110405708452
chr1	181344584	181346158	Merged-chr1-181345620-57	Cnih3	6.66769009871475e-05	0.489248092039831
chr18	70622047	70623213	Merged-chr18-70622583-57	Mbd2	6.66875600834136e-05	0.382878088964803
chr11	83077715	83080117	Merged-chr11-83078440-61	Slfn2	6.72134580602153e-05	0.378026047571993
chr2	165638799	165640093	Merged-chr2-165639488-55	Eya2	6.72758675568231e-05	0.326262141306952
chr7	132449583	132450887	Merged-chr7-132450287-38	Oat	6.72896721115327e-05	0.598658872224505
chr17	23924255	23925874	Merged-chr17-23924998-57	Dcpp3	6.73331721788311e-05	0.35579598506798
chr2	152141577	152144755	Merged-chr2-152143151-63	Tcf15	6.74437702524349e-05	0.375495265387009
chr2	25240573	25243022	Merged-chr2-25241657-65	Rnf208	6.75916286248218e-05	0.372848480949973
chr3	61409354	61410462	Merged-chr3-61409905-57	Rap2b	6.76070575874009e-05	0.477478994473921
chr3	97024942	97026012	Merged-chr3-97025505-19	Gja5	6.76494913808731e-05	1.39318102058625
chr9	8486392	8488381	Merged-chr9-8487447-46	Trpc6	6.77561416446926e-05	0.46238502051906
chr4	62479593	62482331	Merged-chr4-62480765-59	Bspry	6.77593397637755e-05	0.360586680533855
chr1	34236048	34238283	Merged-chr1-34236969-57	Dst	6.79884326856311e-05	0.373408780637606
chr17	64396629	64399048	Merged-chr17-64397908-58	Mir6420	6.81762639939856e-05	0.504033711375917
chr19	5847924	5848668	Merged-chr19-5848308-41	Neat1	6.82768354489823e-05	0.42898710553425
chr5	76705211	76706169	Merged-chr5-76705855-26	Cep135	6.83206657185543e-05	0.876529069772865
chr3	138142940	138145335	Merged-chr3-138144168-57	Trmt10a	6.85738044231649e-05	0.30286919173258
chr3	83688461	83689914	Merged-chr3-83689299-41	Sfrp2	6.86226571765723e-05	0.564913346976661
chr11	22971709	22974391	Merged-chr11-22972566-58	Commd1	6.8704345569789e-05	0.359134057162446
chr11	117968005	117970526	Merged-chr11-117969299-57	Socs3	6.88041959820096e-05	0.264554870707312
chr3	127779310	127781018	Merged-chr3-127780292-57	Alpk1	6.90344846591242e-05	0.453181153118284
chr10	18059665	18060241	Merged-chr10-18059967-26	Reps1	6.9336905628836e-05	0.675085656242081
chr4	88549980	88551545	Merged-chr4-88550690-57	Ifna15	6.94397861863248e-05	0.341818245480003
chr5	50057667	50059907	Merged-chr5-50058707-57	Adgra3	6.97279863532627e-05	0.356875478224948
chr19	26747393	26749997	Merged-chr19-26748155-57	Smarca2	6.97603326996971e-05	0.372714917533039
chr1	133024191	133026609	Merged-chr1-133025533-57	Mdm4	6.99082437276065e-05	0.320266054522276
chr1	16304731	16306489	Merged-chr1-16305675-28	Rdh10	7.0440635418138e-05	0.632482755510025
chr13	28951699	28954057	Merged-chr13-28953140-57	Sox4	7.04755395387542e-05	0.385402860796675
chr11	78421382	78423211	Merged-chr11-78421992-57	Slc13a2	7.04874078684856e-05	0.440429301173778
chr4	86906047	86906692	Merged-chr4-86906317-4	Acer2	7.09872757142057e-05	1.32628875670744
chr6	113341553	113344743	Merged-chr6-113343319-73	Camk1	7.10569668269463e-05	0.364884471436489
chr11	86483599	86485606	Merged-chr11-86484588-57	Rnft1	7.14646249397852e-05	0.33683798446076
chr9	78625505	78627035	Merged-chr9-78626542-41	Cd109	7.18014649547444e-05	0.779018665749849
chr3	152564008	152565405	Merged-chr3-152564710-35	AI115009	7.20363666106134e-05	0.691682779146087
chr4	65122945	65127466	Merged-chr4-65125076-61	Pappa	7.30523558680802e-05	0.360768890941921
chr11	54059949	54061318	Merged-chr11-54060539-29	Pdlim4	7.30700649675888e-05	0.700781602007234
chr16	14360847	14362927	Merged-chr16-14361678-57	Abcc1	7.34265869532562e-05	0.323782196591136
chr1	87573813	87575435	Merged-chr1-87574749-33	Neu2	7.34408077745442e-05	0.706598940225808
chr6	97310613	97312799	Merged-chr6-97311774-57	Lmod3	7.34857880221739e-05	0.425949073615354
chr5	107287170	107289793	Merged-chr5-107288780-68	Tgfbr3	7.37709001455529e-05	0.27499450681952
chr7	132346780	132348461	Merged-chr7-132347723-57	Chst15	7.39029239175397e-05	0.473207115790206
chr2	127034685	127036020	Merged-chr2-127035421-34	Ap4e1	7.39945491872021e-05	0.70608038441742
chr2	117249241	117250751	Merged-chr2-117249946-57	Fam98b	7.39994673491832e-05	0.348647259301262
chr12	112129938	112131551	Merged-chr12-112130632-57	Mir203	7.41265743210028e-05	0.418584560151839
chr8	79498257	79499347	Merged-chr8-79498865-56	Smad1	7.4352371223139e-05	0.728132622871923
chr3	37978224	37979148	Merged-chr3-37978690-51	Gm20755	7.47584447579769e-05	0.770998706598407
chr18	37282987	37283425	Merged-chr18-37283209-6	Pcdhb2	7.47723248381087e-05	1.81082766234663
chr10	115359197	115359418	Merged-chr10-115359307-1	Tmem19	7.48324053030448e-05	1.60734482712619
chr2	16359312	16359969	Merged-chr2-16359597-9	Plxdc2	7.48850376775023e-05	0.724504072372173
chr6	146724472	146726019	Merged-chr6-146725191-57	Stk38l	7.49818014573124e-05	0.349108505066451
chr17	50169821	50171785	Merged-chr17-50170750-58	Rftn1	7.53671004955486e-05	0.448759254351407
chr12	52691776	52693124	Merged-chr12-52692531-55	Akap6	7.55196005588163e-05	0.375564911193187
chr7	3409679	3412540	Merged-chr7-3411047-92	Gm23450	7.57612806539603e-05	0.419496309451283
chr16	27348910	27350281	Merged-chr16-27349528-42	Uts2b	7.5883025657142e-05	0.744525329696191
chr3	96551046	96552214	Merged-chr3-96551510-51	Txnip	7.5941566581156e-05	0.499685384068423
chr8	68721039	68722599	Merged-chr8-68721883-34	Csgalnact1	7.60486304677438e-05	0.616074919194201
chr1	180941650	180943880	Merged-chr1-180942512-57	Tmem63a	7.61150818146537e-05	0.388166022274299
chr5	4499167	4499955	Merged-chr5-4499570-28	Fzd1	7.62577161131708e-05	0.884516854404176
chr16	30599264	30603657	Merged-chr16-30601331-84	Fam43a	7.62577161131708e-05	0.319569482539513
chr15	32019933	32021508	Merged-chr15-32020607-46	Tas2r119	7.67637283184768e-05	0.687147639937251
chr3	51635891	51637936	Merged-chr3-51636970-57	Mgst2	7.67966713938987e-05	0.405151323158608
chr15	80082663	80084153	Merged-chr15-80083479-57	Rpl3	7.71393829178345e-05	0.374775068749122
chr11	76178760	76180346	Merged-chr11-76179541-57	Vps53	7.72893506649221e-05	0.434877223733315
chr18	32280075	32281901	Merged-chr18-32281156-55	Ercc3	7.74357650619162e-05	0.503067757890361
chr3	96219036	96222269	Merged-chr3-96220570-57	Hist2h2ac	7.75287660514549e-05	0.262435245836424
chr8	94702588	94704830	Merged-chr8-94703708-57	Pllp	7.77253891543576e-05	0.317605972225509
chr7	76391575	76393669	Merged-chr7-76392908-57	Agbl1	7.77253891543576e-05	0.51882888321434
chr14	37097781	37099446	Merged-chr14-37098303-36	Cdhr1	7.78769244949035e-05	0.863799064596949
chr7	140873752	140874826	Merged-chr7-140874292-57	Sirt3	7.80369144496457e-05	0.531658186493978
chr6	49366878	49368850	Merged-chr6-49367749-57	Fam221a	7.82701802810233e-05	0.400888216949859
chr3	123697814	123698653	Merged-chr3-123698045-30	Ndst3	7.84094726741562e-05	0.560257052947953
chr14	55091339	55092744	Merged-chr14-55092234-57	Zfhx2	7.84204136105729e-05	0.48173711380656
chr18	39136823	39138388	Merged-chr18-39137670-57	Arhgap26	7.85463444315882e-05	0.400770085119491
chr16	96372129	96373183	Merged-chr16-96372619-39	Igsf5	7.8917422288128e-05	0.799085880415403
chr1	130566270	130567438	Merged-chr1-130566917-26	Zp3r	7.8917422288128e-05	0.8567472426153
chr1	16227655	16228926	Merged-chr1-16228312-56	Rdh10	7.89456941608292e-05	0.59180545399885
chr14	36918652	36919835	Merged-chr14-36919292-30	Ccser2	7.90346599302101e-05	0.79551987370988
chr15	66968458	66970469	Merged-chr15-66969613-57	Ndrg1	7.91043116833552e-05	0.358345951434931
chr14	69804069	69806488	Merged-chr14-69805216-58	Rhobtb2	7.96793772877818e-05	0.338513932579052
chr1	137222718	137223486	Merged-chr1-137223119-18	Nr5a2	7.98578510829487e-05	0.839901920922632
chr3	26833959	26835024	Merged-chr3-26834531-33	Spata16	7.99161067427441e-05	0.767030247809375
chr2	70566313	70569046	Merged-chr2-70567649-60	Gad1os	8.01143180336211e-05	0.442778645944752
chr15	77970000	77971684	Merged-chr15-77970864-57	Eif3d	8.01562938963375e-05	0.331841029184969
chr16	96926376	96927552	Merged-chr16-96927091-29	Dscam	8.04641875716461e-05	0.882008519917095
chr7	74553547	74555870	Merged-chr7-74554811-57	Slco3a1	8.04641875716461e-05	0.322325455958269
chr13	55090081	55090938	Merged-chr13-55090500-23	Uimc1	8.08799664343825e-05	0.97848283939285
chr4	57955367	57957466	Merged-chr4-57956331-57	Txn1	8.10500885992456e-05	0.346283867480544
chr14	62877685	62880643	Merged-chr14-62879141-82	Mir6541	8.10638789829744e-05	0.457238140997862
chr6	127853687	127854853	Merged-chr6-127854249-29	Tspan11	8.11263146864502e-05	0.932365311402675
chr15	74988105	74989847	Merged-chr15-74989029-57	Ly6i	8.11796556836218e-05	0.389686196431598
chr5	110493555	110494987	Merged-chr5-110494132-55	A630023P12Rik	8.12578429334133e-05	0.42909107571056
chr4	138068326	138069664	Merged-chr4-138068848-56	1700095J12Rik	8.13678577624976e-05	0.702971796395318
chr13	52154794	52156637	Merged-chr13-52155864-57	4921525O09Rik	8.16619734676215e-05	0.547457403155561
chr15	101928726	101930728	Merged-chr15-101929816-41	Krt4	8.21030166725678e-05	0.468828817827033
chr1	14487450	14488537	Merged-chr1-14487983-43	Eya1	8.21276975572571e-05	0.805113665563559
chr4	16162268	16164610	Merged-chr4-16163636-57	Ripk2	8.25249926987962e-05	0.335198901636398
chrX	7648177	7649619	Merged-chrX-7648946-57	Prickle3	8.25290728576044e-05	0.437756107726184
chr9	90083231	90085802	Merged-chr9-90085033-44	Ctsh	8.25612544530381e-05	0.383821654937527
chr4	124708444	124711314	Merged-chr4-124709810-61	Sf3a3	8.25612544530381e-05	0.315280156837523
chr5	90689117	90690385	Merged-chr5-90689839-57	Rassf6	8.27346902933143e-05	0.575365768901801
chr12	85200780	85202318	Merged-chr12-85201772-49	Eif2b2	8.2918652492431e-05	0.565856128211244
chr19	57402661	57405019	Merged-chr19-57404234-56	Fam160b1	8.32364845944985e-05	0.548614677271409
chrX	151950297	151951901	Merged-chrX-151951258-53	Mir98	8.32581726143939e-05	0.510659792207403
chr4	94186806	94187713	Merged-chr4-94187259-35	Caap1	8.38031122054298e-05	0.717985475589139
chr13	102905296	102906920	Merged-chr13-102906137-57	1700099I09Rik	8.40001428492222e-05	0.394177265497992
chr1	43097919	43099525	Merged-chr1-43098672-57	AI597479	8.40763713161661e-05	0.379428274818837
chr10	21054252	21057083	Merged-chr10-21055419-64	Ahi1	8.41234805213635e-05	0.294911380344996
chr19	22915545	22917775	Merged-chr19-22916470-58	Trpm3	8.44646384135461e-05	0.546633428605349
chr19	3832759	3834296	Merged-chr19-3833268-57	Mir12192	8.46132280556165e-05	0.478129025671752
chr8	54275093	54276666	Merged-chr8-54275810-42	Vegfc	8.48987845077385e-05	0.660386209993917
chr13	95656577	95658115	Merged-chr13-95657350-32	F2r	8.50892701275551e-05	0.648917917347287
chr10	87889379	87890501	Merged-chr10-87890014-42	Igf1	8.50956394331218e-05	0.867438574285389
chr13	94701903	94704390	Merged-chr13-94703002-56	Tbca	8.52717707648082e-05	0.4649156988508
chr2	128817192	128819467	Merged-chr2-128818216-57	Tmem87b	8.54333215299041e-05	0.356150182755468
chr4	129364166	129366016	Merged-chr4-129365462-57	Zbtb8a	8.56603542046153e-05	0.47168907666669
chr11	114553481	114554832	Merged-chr11-114554292-57	4932435O22Rik	8.57038800807635e-05	0.457845322376466
chr12	78860925	78862500	Merged-chr12-78861736-57	Atp6v1d	8.58700377469344e-05	0.373867564213521
chr18	40068011	40069616	Merged-chr18-40068762-41	Yipf5	8.62665764626164e-05	0.796503111486533
chr4	12906429	12907850	Merged-chr4-12907106-57	Triqk	8.67783245349883e-05	0.389174161777604
chr10	53887931	53890142	Merged-chr10-53888658-58	Fam184a	8.68990877502231e-05	0.377936365091552
chr6	47780586	47782219	Merged-chr6-47781432-58	Mir704	8.69341442931226e-05	0.454606480410574
chr14	78848492	78851000	Merged-chr14-78849287-57	Vwa8	8.75137151647489e-05	0.504619742405563
chr10	93639986	93643082	Merged-chr10-93641418-57	Ntn4	8.76633889873727e-05	0.374095809575522
chr5	148994390	148996293	Merged-chr5-148995083-57	5930430L01Rik	8.77648070745234e-05	0.42666778776007
chr14	122533498	122535154	Merged-chr14-122534300-57	Pcca	8.79629788767653e-05	0.354404340266502
chr7	126212356	126213557	Merged-chr7-126213081-37	Xpo6	8.85773804274574e-05	0.921438154746167
chr16	37684396	37685636	Merged-chr16-37685009-57	Ndufb4	8.86027060651888e-05	0.414222111227393
chr7	45717603	45718891	Merged-chr7-45718096-57	Rpl18	8.88720249158742e-05	0.330119326686513
chr2	173034653	173039298	Merged-chr2-173036436-90	Rbm38	8.89048679874108e-05	0.283830439494609
chr3	14978543	14979681	Merged-chr3-14979218-36	A930001A20Rik	8.92205690528637e-05	0.957638762682107
chr2	154222446	154224177	Merged-chr2-154223378-57	Bpifb5	8.92205690528637e-05	0.45992647871047
chr2	119207977	119209602	Merged-chr2-119208784-57	Dnajc17	8.92205690528637e-05	0.306565435257069
chr1	58710676	58713831	Merged-chr1-58712182-58	Cflar	8.93806627485235e-05	0.281063932993638
chr10	61624979	61626869	Merged-chr10-61625858-57	Ppa1	8.93806627485235e-05	0.426389456228218
chr5	73998486	73999567	Merged-chr5-73999179-20	Usp46	8.98761355279244e-05	0.896495837777395
chr4	40528569	40529570	Merged-chr4-40529006-11	4933428C19Rik	8.98891158073772e-05	1.46310037352094
chr9	65628801	65632195	Merged-chr9-65630560-62	Rbpms2	9.00291335175737e-05	0.39703985339639
chr3	116844116	116846781	Merged-chr3-116845401-65	Frrs1	9.00291335175737e-05	0.898822591784476
chr8	46600677	46601795	Merged-chr8-46601215-40	Primpol	9.01819402112506e-05	0.468317949292755
chr16	16212367	16216224	Merged-chr16-16213915-62	Pkp2	9.05051168462109e-05	0.435901301348816
chr7	127744215	127747080	Merged-chr7-127745412-57	Fbxl19	9.05051168462109e-05	0.306630913945958
chr13	52235506	52237100	Merged-chr13-52236330-57	4921525O09Rik	9.12961118972157e-05	0.362529832460064
chr5	131515552	131516744	Merged-chr5-131516038-25	Gm29681	9.15589213197668e-05	0.788822525732922
chr11	51262373	51265606	Merged-chr11-51263558-61	BC049762	9.17115692031131e-05	0.307147920459064
chr4	35140002	35141269	Merged-chr4-35140608-55	Ifnk	9.2444074339892e-05	0.661217683879887
chr8	35205211	35206757	Merged-chr8-35205898-57	Ppp1r3b	9.25821995505353e-05	0.459843420258802
chr19	3638332	3639518	Merged-chr19-3638849-54	Lrp5	9.26091753023322e-05	0.456796907025255
chr10	76305990	76307824	Merged-chr10-76306971-57	Dip2a	9.26537384092899e-05	0.453281414313311
chr15	80797831	80801112	Merged-chr15-80799283-67	Tnrc6b	9.27707048191717e-05	0.328138133996071
chr18	57844735	57846661	Merged-chr18-57845474-41	Slc12a2	9.2827734960383e-05	0.756220116688806
chr18	70052431	70053929	Merged-chr18-70053278-56	Rab27b	9.30803459397058e-05	0.3943830201042
chr5	114370265	114372533	Merged-chr5-114371185-57	Kctd10	9.32243350781174e-05	0.431314185470328
chr13	23445291	23447101	Merged-chr13-23446187-57	C230035I16Rik	9.32650629056192e-05	0.339056529118707
chr4	22151569	22153871	Merged-chr4-22153136-38	Fbxl4	9.35564980293072e-05	0.575793340494045
chr9	61327887	61329015	Merged-chr9-61328349-30	B930092H01Rik	9.40483733600528e-05	0.553304156734597
chr15	74671786	74673815	Merged-chr15-74672961-57	Arc	9.46263370999791e-05	0.323006741817927
chr13	100550889	100553572	Merged-chr13-100552381-59	Ocln	9.46472769901557e-05	0.414727628506274
chr4	73788116	73788925	Merged-chr4-73788550-25	Rasef	9.47059269187676e-05	0.913212569708739
chr16	31655493	31655967	Merged-chr16-31655760-11	Dlg1	9.48372942295339e-05	1.2077519243413
chr11	4288873	4290250	Merged-chr11-4289487-57	Lif	9.48751249662451e-05	0.547559025210254
chr4	89310041	89311519	Merged-chr4-89310797-57	Cdkn2b	9.52473826474741e-05	0.508974329491963
chr1	172463344	172465132	Merged-chr1-172464049-53	Slamf9	9.57677653035878e-05	0.595878415587554
chr1	183669099	183670760	Merged-chr1-183669837-56	Gm34068	9.5875041619328e-05	0.427754315611753
chr3	103771419	103774778	Merged-chr3-103773116-73	Hipk1	9.60494854388665e-05	0.398686261319429
chr17	49022373	49023293	Merged-chr17-49022876-23	Lrfn2	9.61475656634289e-05	0.827130289968409
chr1	155803826	155804934	Merged-chr1-155804411-39	Qsox1	9.64503591594851e-05	0.787075537335487
chr4	8646811	8648866	Merged-chr4-8647804-57	Chd7	9.66748293837801e-05	0.336864349936814
chr5	114896492	114898247	Merged-chr5-114897351-57	Oasl2	9.68358090513751e-05	0.387245900887286
chr5	21175175	21176654	Merged-chr5-21175733-45	Gsap	9.74994914242961e-05	0.665638489751646
chrX	9253248	9254344	Merged-chrX-9254064-37	Xk	9.74994914242961e-05	0.929489477718648
chr3	20713880	20715519	Merged-chr3-20714758-40	Agtr1b	9.77464286847101e-05	0.721913158221019
chr4	101354326	101358106	Merged-chr4-101356284-62	E130102H24Rik	9.8447489027887e-05	0.34198948213026
chr10	112928044	112929641	Merged-chr10-112928913-57	Atxn7l3b	9.89738418390155e-05	0.397062204710617
chr11	121686508	121689079	Merged-chr11-121687914-63	Metrnl	9.89989410495404e-05	0.516871933043787
chr10	128546391	128549641	Merged-chr10-128548126-81	Zc3h10	9.90481479002492e-05	0.264578308804396
chr6	116145758	116146149	Merged-chr6-116145970-3	Tmcc1	9.96167901883769e-05	1.81468652231605
chr4	110350543	110352371	Merged-chr4-110351600-51	Elavl4	9.97488629929883e-05	0.427404866718277
chr17	57274850	57277267	Merged-chr17-57276102-85	Vav1	9.98952411296749e-05	0.291944763021079
